Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
312,SL0602961924,Influent,Wastewater Influent,LOST HILLS,"LOST HILLS OIL FIELD, SECTION 29 LEASE",Kern,5/15/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9734274625/SL0602961924.PDF,PDF,,NAD 83,35.643544,-119.733504,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),4700,4700,<2.0,<2.0,,36000,21000,,,5734,<1.2,<0.68,,11000,120,36,130,300,8800,98,,,,,,,,,,,<4.87,
313,T10000005197,CP-2,North Skimming Pond (name changed to PW-1),EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,12/8/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5959520339/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),360,361,<2.0,<3.0,,4700,2700,,,440.42,<1.2,<1.02,,1400,<20,140,13,11,870,13,26,0.61,3.8,150,11,1.7,-63.3,-8.37,,,18,
314,T10000005197,PW-1 (CB22034-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,2/22/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9427595674/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),400,393,<2.0,<3.0,,5100,3000,,6.92,479.46,<1.2,<1.02,,1500,<22,130,13,14,940,13,31,0.58,4,140,4.9,1.5,-63.58,-8.34,,,<5.0,
315,T10000005197,PW-1 (CE18017-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,5/18/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7890207648/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),480,475,<2.0,<3.0,,6500,4200,,7.4,579.5,<1.2,<1.02,,2000,<28,240,23,17,1200,9.7,29,1.2,2.4,170,26,3.6,-57.58,-7.63,,,<6.3,
316,T10000005197,PW-1 (CG29020-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,7/29/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6762182652/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),450,451,<2.0,<3.0,,5600,3600,,7.14,550.22,<1.2,<1.02,,1800,<28,170,21,18,1100,9.6,50,1.4,7.5,85,27,3.4,-58.14,-7.33,,,<6.3,
317,T10000005197,PW-1 (CE18017-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,10/11/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6537237584/T10000005199.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),410,410,<2.0,<3.0,,6500,3900,,7.59,500.2,<1.2,<1.02,,2200,<28,230,22,16,1300,11,22,1.4,2.6,120,30,3.3,-58.89,-7.3,,,<6.3,
318,T10000005197,PW-1 (DB01001-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,1/31/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/2455156326/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),440,443,<2.0,<2.0,,6000,3700,,7.86,540.46,<1.2,<0.68,,1800,<26,220,19,15,1100,9.5,24,1.3,7.3,260,<1,3.2,-61.77,-8.05,,,<5.8,
319,T10000005197,PW-1 (DD26007-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,4/25/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/3879396438/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),490,492,<2.0,<2.0,,6400,3500,,7.67,600.24,<1.2,<0.68,,1900,<26,200,25,18,1200,11,28,1.6,6.5,280,24,3.1,-57.67,-7.59,,,<5.8,
320,T10000005197,PW-1 (DG18001-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,7/17/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6016440033/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),460,560,<1.0,<1.0,,5800,2900,,8.08,683.2,<0.60,<0.34,,1700,<24,130,31,17,1100,9.3,26,1.5,3.1,160,36,2.4,-55.87,-6.9,,,<5.4,
321,T10000005197,PW-1 (DJ19001-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,10/18/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/4873498737/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),390,393,<1.0,<1.0,,6900,3700,,7.78,479.46,<0.60,<0.34,,2100,<24,220,36,18,1300,14,37,1.4,5.9,220,46,3.3,-58.8,-7.54,,,<5.4,
322,T10000005197,PW-1 (EC13003-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,3/12/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9609640955/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),470,475,<1.0,<3.0,,6100,3400,,6.93,579.5,<0.60,<0.34,,1800,<18,200,22,15,1100,8.9,21,1.3,6.9,260,25,2.8,-59.93,-7.7,,,<4,
323,T10000005197,PW-1 (1802598-02),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,6/19/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5827749848/T10000005197.PDF,PDF,MDL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),400,400,<3.3,<3.3,,6400,3600,,7.85,488,<1.98,<1.12,,2000,0.76,150,19,27,1100,13,25,1.1,2.5,140,61,2.2,-59.6,-7.49,2.22,,<3.6,8.3
324,T10000005197,PW-1 (1803692-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,8/27/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/1416806161/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),360,360,<5.0,<5.0,,6200,3700,,7.3,439.2,<3.0,<1.7,,1700,<0.40,160,21,16,1200,13,35,1.1,5.9,190,31,2.3,-61.2,-7.65,2.08,,<1.8,
325,T10000005197,PW-1 (1805291-01),Effluent of Shipping Pond,EDISON,"EDISON OIL FIELD, FEE 34 FACILTY",Kern,11/28/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/1850655615/T10000005197.PDF,PDF,RL,NAD 83,35.354971,-118.859965,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),250,250,<10,<10,,7000,4000,,7.56,305,<6.0,<3.4,,2200,<0.8,220,31,25,1200,10,18,1.2,1.4,200,44,3,-59.6,-7.69,2.18,,<3.6,
326,T10000005199,CP-3 Sump (BL08083-01),3rd Influent Pond (name changed to PW-2),EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,12/8/2015,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/1482078254/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),390,393,<2.0,<3.0,,4300,2600,,,479.46,<1.2,<1.02,,1300,<16,130,12,11,800,13,18,0.59,2.4,150,8.7,1.6,-63,-8.2,,,2.8,
327,T10000005199,PW-2 (CB22033-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,2/22/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6074431002/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),400,393,<2.0,<3.0,,5000,2900,,7.95,479.46,<1.2,<1.02,,1500,<20,120,12,14,930,14,23,0.54,1.5,160,<1,1.5,-60.76,-7.88,,,<20,
328,T10000005199,PW-2 (CE18002-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,5/17/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6537237584/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),330,328,<2.0,<3.0,,6400,3900,,7.9,400.16,<1.2,<1.02,,2100,36,170,24,18,1200,14,55,0.74,0.69,450,25,2.9,-48.34,-5.66,,,<28,
329,T10000005199,PW-2 (CG29021-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,7/28/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/4310449421/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),360,369,<2.0,<3.0,,5700,3200,,8.04,450.18,<1.2,<1.02,,1900,<28,91,25,22,1200,10,41,1.2,1.2,38,24,2.9,-44.18,-3.57,,,<28,
330,T10000005199,PW-2 (CJ12009-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,10/11/2016,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6339271247/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),300,303,<2.0,<3.0,,7100,4100,,7.8,369.66,<1.2,<1.02,,2300,<30,160,25,19,1400,12,30,1.6,1.2,46,35,3.4,-46.51,-3.97,,,<30,
331,T10000005199,PW-2 (DB01002-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,1/31/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6261095046/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),360,361,<2.0,<3.0,,5400,3300,,8.11,440.42,<1.2,<1.02,,1600,<24,180,18,14,1000,8.8,15,0.99,1.9,120,<1,2.6,-58.86,-7.73,,,<24,
332,T10000005199,PW-2 (DD26006-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,4/25/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/8770761311/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),430,426,,<3.0,,6800,3600,,7.88,519.72,,<1.02,,2200,<28,170,26,20,1300,12,28,1.4,1.7,110,39,3.2,-50.41,-5.88,,,<28,
333,T10000005199,PW-2 (DG18001-02),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,7/17/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/4592523396/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),340,420,<1.0,<1.0,,7000,3600,,8.1,512.4,<0.60,<0.34,,2200,<28,98,36,20,1400,12,32,0.89,0.95,20,45,2.4,-44.11,-3.86,,,<28,
334,T10000005199,PW-2 (DJ19002-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,10/18/2017,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7662094354/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),400,402,<1.0,<1.0,,6500,3300,,7.96,490.44,<0.60,<0.34,,1900,<20,130,35,20,1400,15,29,1.2,0.96,40,44,2.4,-51.81,-5.82,,,<20,
335,T10000005199,PW-2 (EC13004-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,3/12/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5328789770/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),430,426,<2.0,<3.0,,6100,3200,,7.53,519.72,<1.2,<1.02,,1900,<18,180,23,15,1100,9.1,20,1.3,3.1,170,27,2.7,-58.37,-7.27,,,<18,
336,T10000005199,PW-2 (1802598-01),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,6/19/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/6355847299/T10000005199.PDF,PDF,MDL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),340,340,<3.3,<3.3,,6800,3700,,7.96,414.8,<1.98,<1.12,,2100,0.68,140,19,28,1200,13,19,1,0.89,77,24,2.3,-53.9,-6.06,2.8,2.9,<0.88,3.1
337,T10000005199,PW-2 (1803736-04),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,8/29/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5429726660/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),240,240,<5.0,<5.0,,7100,4000,,7.7,292.8,<3.0,<1.7,,2400,0.58,130,21,18,1400,15,26,1.1,0.61,36,44,2.6,-50.2,-4.82,2,2,<1.8,
338,T10000005199,PW-2 (1805265-02),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,11/27/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5313712000/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),380,380,<10,<10,,7000,4300,,7.94,463.6,<6.0,<3.4,,2100,1.2,170,29,31,1300,13,20,1.1,0.65,92,45,2.6,-51.4,-5.59,1.9,2,<3.6,
339,T10000005199,PW-2 (1901403-02),"3rd Influent Pond (same as CP-3 Sump, name changed to PW-2)",EDISON,EDISON OIL FIELD - RACE TRACK HILL FACILITY,Kern,3/12/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/3977719247/T10000005199.PDF,PDF,RL,NAD 83,35.390987,-118.82284,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),160,160,<10,<10,,6200,3600,,8.26,195.2,<6.0,<3.4,,1900,1.8,100,30,16,1200,10,26,1.1,0.29,9.1,68,2.8,-47.2,-5.17,0.13,0.21,<1.8,
340,T10000006759,LH1_SB (1820258-03),Lost Hills 1 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS ONE LEASE",Kern,6/28/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8763638436/T10000006759.PDF,PDF,MDL,NAD 83,35.61329,-119.72444,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),3100,3100,<8.2,<8.2,,22900,15000,,7.15,3782,<4.92,<2.79,,6900,8.8,140,92,160,5200,52,63,4,2.8,140,120,3.2,-44.3,-4.1,,,<22,13
341,T10000006759,LH1_SB,Lost Hills 1 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS ONE LEASE",Kern,8/27/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,PQL,NAD 83,35.61329,-119.72444,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),3100,3100,<8.2,<8.2,,23900,15000,,7.05,3782,<4.92,<2.79,,7400,11,130,85,150,4900,46,<500,4.6,3.5,150,<1000,3.3,-44.9,-3.93,,,<22,14
342,T10000006759,LH1_SB,Lost Hills 1 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS ONE LEASE",Kern,11/13/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,,NAD 83,35.61329,-119.72444,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),3100,3100,<8.2,<8.2,,22500,17000,,6.36,3782,<4.92,<2.79,,7100,17,120,79,150,4700,44,<1000,4.5,3,130,<2000,3.3,-46,-4.12,,,<22,18
343,T10000006760,LH2_EHP (1820258-01),Lost Hills 2 Emergency Holding Pond,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,6/28/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8763638436/T10000006759.PDF,PDF,MDL,NAD 83,35.64968,-119.74438,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1000,1000,<8.2,<8.2,,23900,15000,,6.52,1220,<4.92,<2.79,,8200,29,300,160,190,4800,68,38,2.7,3.7,390,140,5.2,-47,-3.84,,,<22,6.6
344,T10000006760,LH2_EHP (1826639-02),Lost Hills 2 Emergency Holding Pond,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,8/27/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,PQL,NAD 83,35.64968,-119.74438,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1000,1000,<8.2,<8.2,,22000,15000,,7.19,1220,<4.92,<2.79,,8300,26,280,140,190,4600,63,<500,2.9,4,420,<1000,5.5,-48.6,-3.86,,,<22,14
345,T10000006760,LH2_EHP,Lost Hills 2 Emergency Holding Pond,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,11/13/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,,NAD 83,35.64968,-119.74438,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1000,1000,<8.2,<8.2,,21700,17000,,6.25,1220,<4.92,<2.79,,8200,25,280,130,190,4500,60,<1000,3,3.1,320,<2000,5.1,-48.3,-3.75,,,<22,16
346,T10000006760,LH2_SB (1820258-02),Lost Hills 2 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,6/28/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8763638436/T10000006759.PDF,PDF,MDL,NAD 83,35.64941,-119.74639,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1100,1100,<8.2,<8.2,,25800,17000,,6.38,1342,<4.92,<2.79,,8900,15,310,190,220,5400,77,37,2.7,4.3,330,150,5.7,-44.3,-3.31,,,<22,76
347,T10000006760,LH2_SB (1826639-01),Lost Hills 2 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,8/27/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,PQL,NAD 83,35.64941,-119.74639,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1100,1100,<8.2,<8.2,,23300,16000,,6.91,1342,<4.92,<2.79,,9000,17,270,140,210,4700,65,<500,3,4.6,370,<1000,4.9,-46.3,-3.54,,,<22,78
348,T10000006760,LH2_SB,Lost Hills 2 Sand Basin,LOST HILLS,"LOST HILLS OIL FIELD, LOST HILLS TWO LEASE",Kern,11/13/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/9591039836/T10000006760.PDF,PDF,,NAD 83,35.64941,-119.74639,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1100,1100,<8.2,<8.2,,24900,17000,,5.8,1342,<4.92,<2.79,,8800,21,300,160,220,5000,66,<1000,3.1,4.7,250,<2000,5.6,-45.6,-3.33,,,<22,67
349,T10000007744,D-001,Discharge 001 from Trtmt Facility 2 to Reservior B,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,11/14/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8486233651/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),310,310,<4.0,<4.0,,1100,750,,7.69,378.2,<2.4,<1.36,,180,3.6,25,5.4,3.5,220,0.92,41,0.11,0.66,130,<2.0,0.35,-87.16,-11.18,1.8,,<0.49,9.1
350,T10000007744,D-001,Discharge 001 from Trtmt Facility 2 to Reservior B,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,12/13/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8486233651/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),300,300,<4.0,<4.0,,790,570,,7.72,366,<2.4,<1.36,,71,3.3,11,2.7,2.4,150,0.9,,,,,,,,,,,<4.43,6.5
351,T10000007744,D-001,Discharge 001 from Trtmt Facility 2 to Reservior B,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,1/24/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8158332526/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),310,310,<4.0,<4.0,,1100,690,,6.18,378.2,<2.4,<1.36,,170,3.7,16,3.4,3.7,190,0.95,,,,,,,,,,,<0.49,4.9
352,T10000007744,D-001,Discharge 001 from Trtmt Facility 2 to Reservior B,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,2/20/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8158332526/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),320,320,<4.0,<4.0,,830,590,,6.37,390.4,<2.4,<1.36,,80,2.9,13,3.6,2.7,160,0.89,53,0.063,0.099,42,<2.0,0.19,-87.06,-11.85,1.4,,<0.49,5.3
353,T10000007744,D-001,Discharge 001 from Trtmt Facility 2 to Reservior B,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,3/21/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8158332526/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),300,300,<4.0,<4.0,,1100,710,,6.77,366,<2.4,<1.36,,160,4.7,19,4.1,2.7,190,0.92,,,,,,,,,,,<0.49,5.4
354,T10000007744,EFF-002,Discharge from Reservoir B into canal,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,11/14/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8486233651/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),170,170,<4.0,<4.0,,720,460,,7.3,207.4,<2.4,<1.36,,110,38,26,3.3,3.6,110,0.56,15,0.068,1.5,71,<2.0,0.35,-91.65,-11.49,0.54,,0.24789184,1.6
355,T10000007744,EFF-002,Discharge from Reservoir B into canal,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,12/13/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8486233651/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),200,200,<4.0,<4.0,,700,490,,7.09,244,<2.4,<1.36,,92,6.3,21,3.3,3.9,110,0.69,,,,,,,,,,,<0.49,1.6
356,T10000007744,EFF-002,Discharge from Reservoir B into canal,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,1/24/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/8158332526/T10000007744.PDF,PDF,,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),210,210,<4.0,<4.0,,770,510,,6.73,256.2,<2.4,<1.36,,110,6.3,21,3.3,4.5,120,0.72,,,,,,,,,,,<0.49,1.8
357,T10000007744,EFF-002,Discharge from Reservoir B into canal,KERN FRONT,"KERN FRONT OIL FIELD, KERN FRONT NO. 2 TREATMENT FACILITY & RESERVOIR B",Kern,2/20/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/8158332526/T10000007744.PDF,PDF,RL,NAD 83,35.463042,-119.059661,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),79,79,<4.0,<4.0,,300,210,,7.05,96.38,<2.4,<1.36,,30,5.4,12,2.1,2.1,45,0.23,7.5,0.032,0.61,28,<2.0,0.15,-90.87,-12.27,<0.24,,0.3762644,<4.8
